drug_idx,disease_idx,drug_fp_score,dis_ps_score,gip_drug_score,gip_dis_score,combined_score
384,367,0.1511,0.2062,0.2793,0.2155,0.1869
325,260,0.1462,0.155,0.3509,0.3228,0.1869
622,363,0.1374,0.1485,0.3509,0.3843,0.1868
15,303,0.1176,0.147,0.2228,0.6159,0.1868
534,140,0.1173,0.2026,0.3509,0.3228,0.1868
638,223,0.1004,0.1332,0.3509,0.6159,0.1868
454,204,0.1317,0.2549,0.2078,0.2357,0.1867
13,160,0.1018,0.1732,0.2228,0.6159,0.1867
149,285,0.1111,0.2129,0.4559,0.2163,0.1866
656,244,0.1236,0.1785,0.4375,0.2746,0.1866
79,62,0.1204,0.1163,0.5923,0.3228,0.1866
264,244,0.1179,0.1987,0.4459,0.2337,0.1865
79,194,0.1155,0.1697,0.4559,0.3228,0.1865
272,241,0.1163,0.1685,0.4559,0.3224,0.1865
264,230,0.1169,0.1832,0.3509,0.3794,0.1864
507,260,0.1072,0.1957,0.3509,0.3888,0.1863
583,238,0.1439,0.2078,0.2389,0.281,0.1863
494,218,0.1048,0.1727,0.2971,0.5241,0.1863
172,281,0.1131,0.1254,0.3509,0.57,0.1863
6,46,0.1083,0.1093,0.27,0.7239,0.1863
7,95,0.105,0.2008,0.2105,0.5241,0.1862
243,194,0.1148,0.1697,0.4559,0.3228,0.1862
488,72,0.1221,0.2365,0.2078,0.334,0.1862
106,95,0.1131,0.1387,0.3554,0.5241,0.1861
619,213,0.1227,0.1049,0.2078,0.7239,0.186
249,84,0.1261,0.1423,0.3569,0.4459,0.186
416,167,0.1366,0.0698,0.3509,0.6159,0.1859
79,205,0.1126,0.1723,0.4559,0.3228,0.1859
322,32,0.1213,0.1928,0.3509,0.3228,0.1859
266,169,0.1233,0.1833,0.4559,0.2367,0.1859
236,297,0.1099,0.2522,0.3189,0.2337,0.1858
581,363,0.1171,0.2166,0.2078,0.4151,0.1858
657,263,0.1013,0.1323,0.4559,0.4993,0.1858
58,204,0.1192,0.1773,0.4559,0.2746,0.1858
441,62,0.1094,0.0614,0.4559,0.6699,0.1857
649,223,0.1102,0.1129,0.3509,0.6159,0.1857
18,101,0.1001,0.2251,0.2359,0.4459,0.1857
548,363,0.1154,0.2103,0.2078,0.441,0.1857
656,190,0.1178,0.1659,0.446,0.3228,0.1856
492,294,0.1261,0.2007,0.3005,0.3228,0.1856
491,27,0.1111,0.225,0.3501,0.2746,0.1855
371,108,0.107,0.21,0.4559,0.2337,0.1854
44,194,0.1133,0.1697,0.4559,0.3228,0.1854
641,238,0.1513,0.1536,0.4034,0.2337,0.1854
210,194,0.15,0.168,0.2078,0.3925,0.1854
65,32,0.1201,0.0597,0.3509,0.7239,0.1854
95,238,0.1627,0.1519,0.3104,0.2746,0.1854
64,194,0.1251,0.2261,0.3509,0.2001,0.1854
403,31,0.1139,0.1851,0.3509,0.3789,0.1854
592,241,0.1082,0.1681,0.3509,0.4562,0.1853
380,221,0.1005,0.2695,0.2666,0.2746,0.1853
64,363,0.1251,0.2251,0.3509,0.2001,0.1852
55,203,0.119,0.2231,0.3509,0.2367,0.1852
39,194,0.1141,0.1045,0.3509,0.6159,0.1851
58,194,0.1196,0.1743,0.4559,0.2746,0.1851
216,26,0.1209,0.177,0.27,0.4459,0.1851
656,343,0.1116,0.0736,0.4559,0.6159,0.1851
249,328,0.1268,0.2533,0.2224,0.2337,0.185
445,30,0.105,0.115,0.4559,0.5241,0.185
416,194,0.119,0.0612,0.4559,0.6159,0.185
191,194,0.1244,0.1657,0.4559,0.2746,0.185
544,204,0.1095,0.1906,0.4559,0.2746,0.185
221,241,0.1433,0.1022,0.5923,0.2337,0.1849
180,30,0.1174,0.1602,0.2078,0.5734,0.1849
648,261,0.1108,0.2328,0.321,0.2746,0.1848
622,250,0.1375,0.2085,0.2078,0.327,0.1848
583,205,0.1558,0.1563,0.27,0.3302,0.1848
94,276,0.1155,0.1777,0.4559,0.2823,0.1848
298,275,0.1303,0.1561,0.4559,0.2708,0.1847
517,260,0.1103,0.2249,0.27,0.3511,0.1847
79,363,0.1155,0.1635,0.4559,0.3228,0.1847
134,260,0.1048,0.1493,0.3509,0.5241,0.1847
185,287,0.1091,0.0765,0.4559,0.6159,0.1847
659,95,0.1034,0.1763,0.3554,0.4459,0.1847
494,137,0.1225,0.0618,0.5241,0.5241,0.1846
659,101,0.1466,0.142,0.3066,0.3794,0.1845
187,140,0.1043,0.0839,0.4559,0.6159,0.1845
234,306,0.1113,0.2646,0.2204,0.2746,0.1845
492,250,0.1244,0.1912,0.27,0.3794,0.1845
15,84,0.1038,0.1389,0.4637,0.4459,0.1845
342,32,0.1261,0.1195,0.27,0.5849,0.1844
79,278,0.1107,0.2408,0.2936,0.2746,0.1844
581,263,0.1116,0.2003,0.27,0.4151,0.1844
23,36,0.1279,0.2381,0.2397,0.2503,0.1844
656,250,0.1199,0.1498,0.27,0.5241,0.1843
243,363,0.1148,0.1635,0.4559,0.3228,0.1843
491,260,0.1063,0.1145,0.3509,0.6159,0.1842
279,26,0.1131,0.1297,0.27,0.6159,0.1841
210,363,0.15,0.1636,0.2078,0.3925,0.1841
44,278,0.11,0.2408,0.2936,0.2746,0.1841
279,31,0.1072,0.0775,0.4559,0.6159,0.1841
544,363,0.1135,0.1809,0.4559,0.2746,0.1841
280,279,0.1075,0.2812,0.2352,0.2239,0.184
13,179,0.1017,0.0857,0.3509,0.7239,0.184
622,194,0.1374,0.1394,0.3509,0.3843,0.184
489,285,0.102,0.2229,0.3509,0.3093,0.1839
592,223,0.1167,0.1972,0.2078,0.4562,0.1839
447,260,0.1178,0.1783,0.27,0.4459,0.1839
508,263,0.1038,0.1162,0.5923,0.3794,0.1839
460,238,0.1199,0.0734,0.4034,0.6159,0.1839
339,203,0.1169,0.2302,0.27,0.2928,0.1838
581,204,0.1105,0.2208,0.2078,0.4151,0.1838
421,363,0.1224,0.1491,0.4559,0.3228,0.1838
481,286,0.1016,0.1648,0.4559,0.3794,0.1838
249,27,0.1219,0.2121,0.2694,0.3228,0.1838
649,140,0.1184,0.0888,0.4559,0.5241,0.1838
619,0,0.142,0.0972,0.3128,0.5241,0.1838
622,241,0.1178,0.1362,0.4559,0.3843,0.1838
298,148,0.1688,0.0889,0.4559,0.2708,0.1837
264,137,0.1233,0.1247,0.5241,0.3228,0.1837
284,263,0.1092,0.1607,0.3509,0.4582,0.1837
344,169,0.1199,0.1075,0.5923,0.3228,0.1837
528,30,0.1066,0.1753,0.4559,0.3228,0.1837
632,158,0.1334,0.2047,0.302,0.2542,0.1837
289,72,0.1093,0.2584,0.2078,0.3065,0.1836
243,278,0.109,0.2408,0.2936,0.2746,0.1836
249,340,0.1389,0.0821,0.2793,0.6159,0.1836
44,363,0.1133,0.1635,0.4559,0.3228,0.1836
380,244,0.1157,0.199,0.3367,0.3228,0.1835
339,241,0.1348,0.1724,0.3509,0.2928,0.1835
243,205,0.1079,0.1723,0.4559,0.3228,0.1835
276,72,0.1364,0.1678,0.27,0.3794,0.1835
347,230,0.1006,0.1216,0.3509,0.6159,0.1835
311,204,0.1103,0.1839,0.4559,0.2746,0.1834
604,140,0.1268,0.1083,0.3509,0.5241,0.1834
234,91,0.1028,0.2219,0.2078,0.4459,0.1833
4,140,0.1038,0.1114,0.4559,0.5241,0.1833
403,242,0.1173,0.1993,0.27,0.3789,0.1833
311,108,0.1025,0.21,0.4559,0.2337,0.1832
460,399,0.1204,0.199,0.3579,0.2746,0.1832
454,205,0.1232,0.2574,0.2078,0.2357,0.1832
80,108,0.1201,0.1784,0.2078,0.4879,0.1831
421,72,0.1299,0.2123,0.27,0.2746,0.1831
445,108,0.1125,0.1222,0.4559,0.4459,0.1831
210,263,0.1147,0.1984,0.27,0.3925,0.1831
298,238,0.1282,0.2024,0.3104,0.2708,0.183
2,92,0.1024,0.1947,0.4559,0.2782,0.183
13,305,0.1061,0.1476,0.332,0.5241,0.183
648,250,0.1569,0.151,0.27,0.3228,0.183
371,204,0.1093,0.1839,0.4559,0.2746,0.1829
79,230,0.1,0.2185,0.3509,0.3228,0.1829
487,204,0.1035,0.2124,0.3509,0.3224,0.1828
544,72,0.1165,0.2475,0.27,0.2337,0.1828
657,363,0.1093,0.1438,0.3509,0.4993,0.1828
558,204,0.1084,0.2373,0.27,0.3038,0.1828
508,160,0.1426,0.19,0.2228,0.3228,0.1828
272,95,0.1064,0.2629,0.2735,0.2334,0.1828
656,365,0.1334,0.2057,0.2692,0.2746,0.1828
39,72,0.1308,0.1474,0.2078,0.5241,0.1828
3,26,0.1091,0.1319,0.27,0.6159,0.1827
560,241,0.1202,0.1573,0.4559,0.2987,0.1827
106,223,0.1009,0.0827,0.3509,0.7239,0.1827
69,286,0.1164,0.1805,0.3509,0.3511,0.1826
445,265,0.1097,0.2244,0.2246,0.3794,0.1826
339,204,0.1169,0.2264,0.27,0.2928,0.1826
355,363,0.1019,0.0817,0.4559,0.6159,0.1826
638,244,0.117,0.1762,0.4375,0.2746,0.1826
279,205,0.104,0.0778,0.4559,0.6159,0.1825
272,30,0.1005,0.2164,0.3509,0.3224,0.1825
355,27,0.1003,0.2329,0.3501,0.2746,0.1825
619,145,0.1209,0.2155,0.339,0.2337,0.1824
280,363,0.1114,0.2112,0.27,0.3635,0.1824
494,203,0.1061,0.0736,0.4559,0.6159,0.1823
622,223,0.1157,0.1968,0.27,0.3843,0.1823
592,279,0.1056,0.2595,0.2352,0.281,0.1823
348,363,0.129,0.1478,0.3509,0.3843,0.1823
144,286,0.1127,0.1601,0.4559,0.3228,0.1823
80,30,0.112,0.1602,0.2078,0.5734,0.1822
432,235,0.132,0.0641,0.5241,0.4459,0.1822
432,190,0.1259,0.1574,0.446,0.2746,0.1822
35,281,0.1183,0.2479,0.27,0.2174,0.1822
134,166,0.1027,0.2302,0.2936,0.3228,0.1821
133,276,0.1099,0.1777,0.4559,0.2823,0.1821
599,285,0.1089,0.1714,0.4559,0.3064,0.1821
534,204,0.1012,0.1947,0.3509,0.3794,0.182
23,363,0.116,0.2245,0.3509,0.2163,0.182
264,72,0.1257,0.1996,0.27,0.3228,0.182
234,372,0.1228,0.1981,0.2324,0.3794,0.182
339,95,0.1129,0.2774,0.2105,0.212,0.1819
432,363,0.1293,0.0644,0.4559,0.5241,0.1819
483,277,0.1469,0.2187,0.2031,0.2242,0.1818
403,194,0.1472,0.1174,0.3509,0.3789,0.1818
264,255,0.1202,0.2415,0.2591,0.2337,0.1818
46,194,0.1123,0.2346,0.27,0.2818,0.1817
421,260,0.1341,0.1575,0.3509,0.3228,0.1817
3,367,0.1075,0.0946,0.4716,0.5241,0.1817
350,108,0.1108,0.1913,0.4559,0.2337,0.1817
644,213,0.1415,0.1741,0.2078,0.3794,0.1817
44,62,0.1105,0.1163,0.5923,0.3228,0.1816
386,302,0.1163,0.1385,0.2035,0.6159,0.1816
645,46,0.1613,0.1389,0.27,0.3228,0.1816
558,285,0.1381,0.1568,0.3509,0.3038,0.1815
575,238,0.1252,0.2024,0.3104,0.2708,0.1815
4,213,0.1197,0.131,0.2078,0.6159,0.1815
2,286,0.1077,0.2155,0.3509,0.2782,0.1814
648,255,0.1076,0.2609,0.2591,0.2337,0.1813
372,170,0.143,0.1611,0.3509,0.2638,0.1813
249,166,0.1118,0.1942,0.226,0.4459,0.1813
310,279,0.1065,0.1987,0.3056,0.3794,0.1813
421,170,0.1051,0.1401,0.5923,0.2746,0.1813
481,250,0.1195,0.2077,0.27,0.3228,0.1813
592,363,0.1185,0.1645,0.27,0.4562,0.1812
6,32,0.1165,0.0513,0.3509,0.7239,0.1811
172,72,0.1596,0.1068,0.2078,0.485,0.1811
291,349,0.1233,0.1545,0.4559,0.2746,0.1811
622,30,0.1044,0.1841,0.3509,0.3843,0.181
353,231,0.1268,0.2006,0.3509,0.2233,0.181
278,92,0.1129,0.1259,0.5923,0.2746,0.1809
18,250,0.1147,0.1371,0.2078,0.6159,0.1809
191,72,0.1126,0.2475,0.27,0.2337,0.1809
447,169,0.1286,0.0881,0.4559,0.4459,0.1809
180,286,0.1007,0.1748,0.2078,0.5734,0.1809
416,71,0.1249,0.1298,0.27,0.5241,0.1808
69,235,0.1199,0.1681,0.4034,0.2987,0.1806
401,400,0.1143,0.2375,0.27,0.2517,0.1806
517,235,0.1199,0.1681,0.4034,0.2987,0.1806
210,206,0.1083,0.2008,0.27,0.3925,0.1806
454,286,0.1232,0.2486,0.2078,0.2357,0.1805
612,238,0.1125,0.0742,0.4034,0.6159,0.1805
657,241,0.1081,0.1032,0.4559,0.4993,0.1805
15,244,0.1083,0.1679,0.4375,0.3228,0.1805
489,137,0.1137,0.221,0.3104,0.2632,0.1805
355,194,0.1019,0.0744,0.4559,0.6159,0.1804
13,250,0.1182,0.109,0.27,0.6159,0.1804
629,294,0.1456,0.1767,0.3118,0.234,0.1804
352,194,0.1267,0.1118,0.4559,0.3794,0.1804
656,167,0.1342,0.0553,0.3509,0.6159,0.1804
441,26,0.1193,0.1096,0.2078,0.6699,0.1803
185,279,0.1043,0.1987,0.3056,0.3794,0.1803
344,191,0.1189,0.0976,0.5923,0.3228,0.1802
185,230,0.1161,0.1119,0.27,0.6159,0.1802
318,306,0.1206,0.2076,0.3151,0.2613,0.1802
271,204,0.1032,0.2373,0.27,0.3038,0.1801
604,302,0.1196,0.1583,0.2035,0.5241,0.1801
106,250,0.1044,0.131,0.27,0.6159,0.1801
347,31,0.1029,0.0715,0.4559,0.6159,0.18
79,179,0.1,0.2086,0.3509,0.3228,0.18
528,119,0.1298,0.1784,0.3417,0.2746,0.18
303,194,0.1197,0.217,0.2078,0.3424,0.18
416,170,0.1055,0.0519,0.5923,0.5241,0.1799
415,241,0.117,0.1789,0.3509,0.3258,0.1799
447,72,0.1106,0.2196,0.2078,0.3794,0.1799
423,62,0.1199,0.0962,0.3509,0.5593,0.1798
222,256,0.1158,0.2385,0.27,0.2337,0.1798
558,263,0.1205,0.1801,0.3509,0.3038,0.1798
492,194,0.1288,0.0841,0.4559,0.4459,0.1798
648,95,0.1101,0.2051,0.3554,0.2746,0.1796
249,332,0.1565,0.1738,0.2586,0.2337,0.1796
544,194,0.1135,0.1657,0.4559,0.2746,0.1795
264,169,0.1145,0.0836,0.5923,0.3794,0.1795
592,321,0.1032,0.1573,0.3509,0.4562,0.1795
581,286,0.1117,0.2042,0.2078,0.4151,0.1794
566,238,0.152,0.1387,0.3104,0.3075,0.1794
339,238,0.1277,0.2226,0.2389,0.2491,0.1794
230,223,0.1392,0.202,0.27,0.2226,0.1794
134,161,0.1122,0.1517,0.3318,0.4459,0.1794
230,241,0.1296,0.1554,0.4559,0.2226,0.1793
46,286,0.123,0.2088,0.27,0.2818,0.1793
55,260,0.131,0.1354,0.4559,0.2746,0.1792
69,281,0.1102,0.1797,0.3509,0.3511,0.1792
648,148,0.1097,0.1097,0.5923,0.3228,0.1792
403,30,0.1228,0.1495,0.3509,0.3789,0.1792
236,244,0.1103,0.1762,0.4375,0.2746,0.1792
243,62,0.1054,0.1163,0.5923,0.3228,0.1791
445,84,0.1152,0.1425,0.4637,0.3228,0.179
264,302,0.1144,0.2104,0.2644,0.3228,0.179
612,265,0.1182,0.1503,0.2246,0.5241,0.179
79,108,0.1177,0.1566,0.4559,0.2746,0.1789
415,75,0.1069,0.2445,0.2228,0.2987,0.1789
644,255,0.1027,0.2609,0.2591,0.2337,0.1789
347,275,0.1012,0.0556,0.5923,0.5241,0.1789
522,235,0.1163,0.1681,0.4034,0.2987,0.1788
134,157,0.1101,0.1731,0.4849,0.2337,0.1788
638,71,0.1269,0.12,0.27,0.5241,0.1788
272,363,0.1286,0.1573,0.3509,0.3224,0.1788
80,285,0.1064,0.1373,0.27,0.5734,0.1787
264,205,0.1322,0.0969,0.4559,0.3794,0.1787
185,321,0.1004,0.071,0.4559,0.6159,0.1787
2,203,0.1119,0.1992,0.3509,0.2782,0.1786
3,265,0.1178,0.1754,0.2246,0.4459,0.1786
656,60,0.1191,0.1224,0.2078,0.6159,0.1786
622,72,0.1375,0.1876,0.2078,0.327,0.1785
363,194,0.1138,0.2361,0.2078,0.3003,0.1785
79,367,0.1301,0.1295,0.4716,0.2746,0.1785
448,204,0.1092,0.1829,0.4559,0.2337,0.1785
280,95,0.1099,0.2536,0.2105,0.2632,0.1784
230,204,0.1275,0.191,0.3509,0.2226,0.1784
648,340,0.1402,0.1323,0.3629,0.3228,0.1784
58,238,0.1373,0.1536,0.4034,0.2337,0.1784
423,140,0.1266,0.1346,0.27,0.4758,0.1783
93,241,0.1227,0.0937,0.2078,0.6807,0.1783
13,297,0.1192,0.1979,0.3189,0.2746,0.1783
657,0,0.1222,0.1898,0.2407,0.3614,0.1782
113,49,0.1661,0.1795,0.2086,0.2041,0.1782
15,231,0.1109,0.0868,0.3509,0.6159,0.1782
221,265,0.1822,0.1023,0.3292,0.2337,0.1781
488,279,0.1002,0.2443,0.3056,0.2418,0.1781
544,235,0.1254,0.1319,0.5241,0.2337,0.178
445,279,0.1226,0.1491,0.3971,0.3228,0.178
522,286,0.1072,0.1805,0.3509,0.3511,0.1779
504,363,0.1012,0.1809,0.4559,0.2746,0.1779
432,75,0.1105,0.1459,0.3435,0.4459,0.1779
386,157,0.1053,0.1856,0.3732,0.3228,0.1779
15,0,0.1271,0.1022,0.3128,0.5241,0.1779
352,363,0.1267,0.1033,0.4559,0.3794,0.1778
55,363,0.1465,0.1526,0.3509,0.2367,0.1778
27,26,0.1998,0.0619,0.27,0.3228,0.1778
58,108,0.1258,0.153,0.4559,0.2337,0.1778
172,230,0.1029,0.1409,0.27,0.57,0.1777
172,287,0.1025,0.0796,0.4559,0.57,0.1777
481,255,0.1106,0.1984,0.3056,0.3228,0.1777
291,169,0.1365,0.0759,0.5923,0.2746,0.1777
642,321,0.1154,0.1109,0.5923,0.2746,0.1777
581,31,0.1039,0.2116,0.2078,0.4151,0.1777
509,263,0.1179,0.1373,0.3509,0.4238,0.1776
69,204,0.1119,0.1714,0.3509,0.3511,0.1776
339,108,0.1141,0.2286,0.27,0.2491,0.1776
298,205,0.1113,0.1833,0.3509,0.3183,0.1776
15,340,0.1008,0.0978,0.3629,0.6159,0.1776
619,303,0.1288,0.0976,0.2228,0.6159,0.1775
344,275,0.1011,0.134,0.5923,0.2746,0.1775
494,231,0.1462,0.0564,0.3509,0.5241,0.1775
106,131,0.1013,0.2411,0.3101,0.2337,0.1774
558,241,0.1043,0.1987,0.3509,0.3038,0.1773
23,308,0.1025,0.2258,0.26,0.3233,0.1773
558,32,0.1412,0.1852,0.2078,0.3038,0.1773
249,153,0.124,0.2183,0.222,0.2746,0.1772
648,60,0.1669,0.1169,0.2078,0.3794,0.1772
560,281,0.1038,0.2011,0.3509,0.2987,0.1772
458,238,0.1542,0.1077,0.4034,0.2746,0.1772
106,72,0.1044,0.1211,0.27,0.6159,0.1771
481,235,0.118,0.1113,0.5241,0.3228,0.1771
619,153,0.1126,0.215,0.2885,0.2746,0.1771
522,281,0.1058,0.1797,0.3509,0.3511,0.177
249,157,0.1149,0.1666,0.3732,0.3228,0.177
380,157,0.1081,0.1778,0.3732,0.3228,0.177
645,194,0.1292,0.115,0.4559,0.3228,0.177
149,203,0.1005,0.2332,0.3509,0.2163,0.1769
622,0,0.1367,0.1888,0.2407,0.2782,0.1769
445,179,0.1002,0.131,0.3509,0.5241,0.1769
134,372,0.1114,0.1779,0.2324,0.4459,0.1769
134,250,0.1193,0.1519,0.27,0.4459,0.1768
18,340,0.1056,0.1147,0.2793,0.6159,0.1768
243,108,0.1133,0.1566,0.4559,0.2746,0.1767
15,197,0.1116,0.2282,0.249,0.2746,0.1766
432,60,0.1317,0.1251,0.2078,0.5241,0.1765
134,407,0.1253,0.0788,0.4559,0.4459,0.1765
347,79,0.1053,0.1722,0.3413,0.3794,0.1764
310,72,0.1277,0.1313,0.2078,0.5241,0.1764
35,285,0.1419,0.1619,0.3509,0.2174,0.1764
289,279,0.1019,0.2423,0.3056,0.2219,0.1764
522,204,0.1096,0.1714,0.3509,0.3511,0.1764
44,108,0.1128,0.1566,0.4559,0.2746,0.1764
352,241,0.1243,0.0567,0.5923,0.3794,0.1763
380,231,0.1058,0.1159,0.27,0.6159,0.1763
504,72,0.1034,0.2475,0.27,0.2337,0.1763
510,281,0.1063,0.2479,0.27,0.2174,0.1763
347,324,0.1076,0.0987,0.4034,0.5241,0.1762
264,27,0.107,0.2141,0.3509,0.2337,0.1762
371,72,0.148,0.1729,0.27,0.2337,0.1762
520,281,0.106,0.2479,0.27,0.2174,0.1761
384,286,0.1176,0.2165,0.27,0.2533,0.1761
386,375,0.1071,0.1217,0.2446,0.6159,0.1761
489,238,0.1368,0.1916,0.2389,0.2632,0.1761
154,2,0.1467,0.1716,0.2078,0.3046,0.1761
489,95,0.1528,0.1874,0.2105,0.2239,0.1761
432,340,0.1285,0.1031,0.3629,0.4459,0.176
380,148,0.103,0.0579,0.4559,0.6159,0.176
380,399,0.1034,0.2307,0.2755,0.2746,0.1759
619,7,0.12,0.1668,0.3843,0.2746,0.1759
619,353,0.1288,0.0922,0.2228,0.6159,0.1759
520,194,0.159,0.1585,0.27,0.2174,0.1758
284,241,0.1128,0.1284,0.3509,0.4582,0.1758
522,250,0.1276,0.2046,0.2078,0.2987,0.1758
2,238,0.1071,0.2252,0.3104,0.2367,0.1758
432,279,0.1194,0.147,0.3971,0.3228,0.1758
79,72,0.1205,0.2033,0.27,0.2746,0.1757
121,95,0.1044,0.2152,0.3554,0.2337,0.1757
121,140,0.1222,0.1385,0.4559,0.2746,0.1757
606,238,0.1549,0.1486,0.2389,0.2974,0.1757
488,260,0.109,0.1831,0.27,0.3926,0.1757
27,238,0.1511,0.1077,0.4034,0.2746,0.1756
55,169,0.1243,0.1473,0.4559,0.2367,0.1756
447,32,0.1061,0.1697,0.27,0.4459,0.1756
421,235,0.1421,0.0822,0.5241,0.2746,0.1756
264,179,0.1169,0.1469,0.3509,0.3794,0.1755
644,340,0.1345,0.1323,0.3629,0.3228,0.1755
415,263,0.1135,0.1704,0.3509,0.3258,0.1755
380,407,0.1122,0.0757,0.3509,0.6159,0.1755
615,194,0.1268,0.2027,0.27,0.2413,0.1754
4,204,0.1019,0.0575,0.4559,0.6159,0.1754
612,95,0.1048,0.1167,0.3554,0.5241,0.1754
194,363,0.1271,0.1563,0.3509,0.2987,0.1754
489,140,0.1187,0.2089,0.27,0.2632,0.1754
445,170,0.1076,0.0594,0.5923,0.4459,0.1754
622,279,0.1137,0.2145,0.3056,0.2367,0.1754
517,286,0.102,0.1805,0.3509,0.3511,0.1754
619,138,0.109,0.204,0.2736,0.3228,0.1753
399,231,0.1027,0.1815,0.27,0.4248,0.1753
575,275,0.1115,0.1561,0.4559,0.2708,0.1753
188,238,0.1299,0.1766,0.3104,0.262,0.1752
234,231,0.1584,0.0765,0.3509,0.3794,0.1752
280,140,0.1116,0.2049,0.27,0.3093,0.1752
69,250,0.1263,0.2046,0.2078,0.2987,0.1752
236,32,0.1037,0.0888,0.3509,0.6159,0.1752
44,238,0.1276,0.1454,0.4034,0.2746,0.1752
517,281,0.1022,0.1797,0.3509,0.3511,0.1752
191,235,0.1197,0.1319,0.5241,0.2337,0.1752
144,151,0.1479,0.1625,0.2024,0.3228,0.1752
79,308,0.125,0.2018,0.2466,0.2746,0.1752
649,137,0.1035,0.0618,0.5241,0.5241,0.1751
15,261,0.1092,0.1201,0.321,0.5241,0.1751
558,95,0.1167,0.2455,0.2105,0.2199,0.1751
172,30,0.1131,0.0883,0.3509,0.57,0.1751
432,170,0.1027,0.0664,0.5923,0.4459,0.1751
528,260,0.1224,0.155,0.3509,0.3228,0.175
363,363,0.1138,0.2245,0.2078,0.3003,0.175
30,285,0.1349,0.115,0.3509,0.3789,0.175
58,30,0.1207,0.1385,0.4559,0.2746,0.175
656,67,0.1024,0.2297,0.2248,0.3228,0.1749
566,286,0.1111,0.1605,0.3509,0.3614,0.1749
44,308,0.1244,0.2018,0.2466,0.2746,0.1749
93,263,0.1064,0.1094,0.2078,0.6807,0.1749
441,367,0.1174,0.0762,0.3629,0.57,0.1749
55,204,0.119,0.1886,0.3509,0.2367,0.1748
438,286,0.1188,0.2132,0.2078,0.3068,0.1748
303,95,0.1244,0.1985,0.2607,0.27,0.1748
423,367,0.153,0.076,0.2793,0.4758,0.1748
243,72,0.1186,0.2033,0.27,0.2746,0.1748
472,231,0.1003,0.0929,0.3509,0.6159,0.1747
185,238,0.1176,0.1083,0.3104,0.5241,0.1747
560,204,0.11,0.182,0.3509,0.2987,0.1746
15,153,0.1156,0.2016,0.2885,0.2746,0.1746
591,241,0.1338,0.1953,0.27,0.2198,0.1745
548,235,0.1232,0.1717,0.2389,0.3752,0.1745
528,123,0.1011,0.2279,0.3222,0.2337,0.1745
638,84,0.1105,0.1165,0.4637,0.3794,0.1745
15,332,0.1038,0.2189,0.336,0.2337,0.1745
560,340,0.1159,0.1692,0.3509,0.3065,0.1745
79,343,0.1215,0.1192,0.4559,0.3228,0.1744
641,321,0.1088,0.1109,0.5923,0.2746,0.1744
508,279,0.1142,0.1809,0.3971,0.2337,0.1744
352,46,0.1633,0.0928,0.27,0.3794,0.1744
472,132,0.115,0.1878,0.2259,0.3794,0.1744
64,241,0.127,0.1509,0.4559,0.2001,0.1744
604,255,0.125,0.0898,0.3243,0.5241,0.1743
236,71,0.1177,0.12,0.27,0.5241,0.1743
144,65,0.1504,0.1303,0.221,0.3794,0.1743
560,260,0.1107,0.2066,0.27,0.2987,0.1742
58,321,0.1085,0.1109,0.5923,0.2746,0.1742
509,194,0.1286,0.1348,0.27,0.4238,0.1741
423,205,0.1353,0.0784,0.27,0.5593,0.1741
599,15,0.1908,0.0855,0.2078,0.3233,0.1741
403,204,0.1454,0.0949,0.3509,0.3789,0.1741
149,194,0.1052,0.2157,0.3509,0.2163,0.1741
298,95,0.1258,0.2028,0.2735,0.2304,0.1741
656,340,0.1164,0.0903,0.3629,0.5241,0.174
458,26,0.1922,0.0619,0.27,0.3228,0.174
57,316,0.137,0.1353,0.2033,0.4459,0.174
638,127,0.1101,0.235,0.2092,0.2746,0.1739
558,400,0.1208,0.1601,0.3509,0.3038,0.1739
421,161,0.1049,0.2028,0.3318,0.2746,0.1739
448,321,0.101,0.1358,0.5923,0.2337,0.1739
350,194,0.111,0.151,0.4559,0.2746,0.1739
558,194,0.1417,0.1522,0.27,0.3038,0.1739
0,140,0.1042,0.218,0.3509,0.2119,0.1738
298,31,0.1091,0.1745,0.3509,0.3183,0.1738
481,204,0.1031,0.1287,0.4559,0.3794,0.1737
44,72,0.1165,0.2033,0.27,0.2746,0.1737
134,26,0.1067,0.1365,0.27,0.5241,0.1737
276,223,0.1194,0.1141,0.3509,0.4459,0.1736
517,250,0.1231,0.2046,0.2078,0.2987,0.1736
458,140,0.1039,0.1621,0.4559,0.2746,0.1736
622,263,0.1001,0.1319,0.4559,0.3843,0.1736
494,286,0.1,0.0543,0.4559,0.6159,0.1735
30,294,0.1464,0.1601,0.2399,0.2825,0.1735
121,400,0.1226,0.0689,0.5923,0.3228,0.1735
544,108,0.1114,0.1628,0.4559,0.2337,0.1735
323,169,0.1041,0.1295,0.4559,0.3692,0.1734
528,108,0.1169,0.1396,0.4559,0.2746,0.1734
504,194,0.1012,0.1657,0.4559,0.2746,0.1734
372,206,0.1075,0.1783,0.3509,0.31,0.1733
172,223,0.1242,0.0905,0.27,0.57,0.1733
273,400,0.1145,0.225,0.2078,0.2773,0.1732
622,343,0.1089,0.1508,0.3509,0.3843,0.1732
488,281,0.1084,0.1485,0.3509,0.3926,0.1731
478,32,0.1353,0.1439,0.2078,0.4151,0.1731
448,26,0.1159,0.2159,0.27,0.2337,0.1731
243,367,0.1192,0.1295,0.4716,0.2746,0.1731
